リンク,仕事内容,必要なスキル・経験
https://www.green-japan.com/company/8705/job/238694,"
事業会社様向け弊社プライム案件または上場企業sier様向けの案件にて、上流工程から保守まで様々な案件に携われます。

「自分の力を試したい！スキルアップしたい！」
「お客様の事業を考えながら仕事をしたい！」
「自分の意見をサービスに反映したい！」
「クラウドや最新のサービス組み合わせたモダンなを行いたい！」、意欲的な方大歓迎です。


受託またはお客様のプロジェクトでのまたは保守

※ご経験に応じてスタートするポジションはご相談可能です。
　事業会社様またはシステム会社様向けの案件となります。お客様とはリモート対応となるため常駐はございません。

環境
言語：php、pyth、react.js
インフラ：awsgcpazure
作業環境：googleworkspaceslackgithubbacklogcfluence
　　　　　pcはご希望に応じてwindowsまたはmacを選択

ポイント
■働き方
・清算期間3か月のフレックスタイム制
1カ月ごとに勤務時間を区切るのではなく、3か月ごとに区切っているので、仕事とプライベートの両立がしやすい環境で働いていただけます。

■働く環境
・1人1台以上のマルチディスプレイ
・グレードによっては、フルリモート可能",
https://www.green-japan.com/company/9544/job/206745,"エモミル事業のプロダクトに必要なことを職能に縛られず横断的に行っていただきます。

具体的には
・技術選定やアーキテクチャの決定
・技術的課題の解決
・全体設計
・最新技術調査
・技術指導
・コーディング
・レビュー

技術全般のリードしていただきます。

◆：要件定義基本設計実装テストレビュー検証リリース
◆仕様検討：pdmと協働し、仕様策定や要件定義
◆エンジニア管理：技術組織の構築や文化形成


◆技術スタック
・技術：react next typescript  graphql pyth polars sql
・インフラ：vercel aws(lambda rds s3等) github
・pj管理： backlog noti
・その他ツール：slack figma googledrive",
https://www.green-japan.com/company/6153/job/80286," 仕事内容 
・大規模ec基盤のやその周辺プロダクトのをしていただきます。
　既存ecサイトのヘッドレスコマース化や、omo対応、まだ事例が少なく難易度の高いや、国内事例が少なく海外でのシェアが高いパッケージを利用したecサイトを主軸としております。

店舗とオンラインショップで同じユーザー体験を実現させるomo(line merges with offline)に力を入れる企業が増えており、「店舗とオンラインショップの顧客データの一元化」「基幹システムとの売上連携」の重要性が上がっています。

これを実現させるには、高度な技術力と設計力が求められます。

クライアントごとに抱える課題が異なるため、同じようなを繰り返すことはほとんどなく、常に新しいことに挑戦できる環境です。

正解がない中でシステムとしての”あるべき姿”を模索し続けていく難しさはありますが、それこそがエンジニアリングの醍醐味といえます。

＜実績＞
francfranc様／旺文社様／駿台様／momo natural様／電通様
のコーポレートサイト・ecサイト・webアプリケーションを作成しています。


 環境 
言語  typescript  kotlin  php  pyth  graphql
フレームワーク  react  spring boot  magento2
インフラ  aamaz web service  netlify  aws cloudwatch シリーズ  terraform  github actis
ツール  github  slack  redmine  miro  google meet  notepm  visual studio code  intellij idea

最近では中〜大規模のプロダクトが多く、kotlinspring bootのバックエンド、typescriptreactのフロントエンドが多いです。
graphqlを取り入れて、rails(graphql) apiサーバ  フロントエンド(react  sass)のような形で、フロントとバックエンドを分離して、デザイン、uiの実装変更容易性に取り組んでるプロダクトもあります。


 の特徴 
・言語はお客様からの指定がない限り、エンジニアを主体に決定していきます。
・モダンな技術や言語にも積極的にアプローチしているので、挑戦したい技術・言語があれば積極的に提案してください。
・個人の特性を考慮して案件を振り分けますが、新規と保守のプロジェクトを1つずつもつメンバーが多いです。
・領域も柔軟に相談できるので、フロントエンドからサーバサイドまで幅広い技術を習得できます。
・エンジニア同士はもちろん、ディレクター、デザイナーと連携を取りながら、プロダクトのに取り組んでいただきます。",
https://www.green-japan.com/company/6320/job/262426,"機械学習、ディープラーニング等伴う aiシステム、dxを軸とした pmo・pmpl 案件への参画いただきます。

すでに ai 領域では広く実装の段階に移ってきており、具体的な社会実装、 aiシステムプロジェクトのリード・マネージメントへと社会のニーズは大きく変化しており、評価から実装へと移ってきています。これまでのご経験を活かして、本気で社会実装に取り組みたいとお考えのエンジニアの出番です！


グループ会社合わせ約1300名規模の会社ですが、clinks はａｉ、dx事業を 2021年10月に立ち上げ、2022年4月に事業部門としてスタートしました。そして、今回のポジションでは、今後 dxai に関連したビジネスを積極的に拡大していくため、エンジニアを10名程大募集いたします。

ぜひ、自分の目指したい方向や携わっていきいきたい案件等、皆さん一人一人が思い描く dxaiの仕事に没頭していけるようサポートして参りたいと思います

■言語：pyth、scala、javascript、swift、kotlin等
■フレームワークライブラリ ：pytorch chainer keras tensorflow xgboost scikitlearn numpty pandas 等
■インフラ：aws、gcp等

■プロジェクト例■

●ai運転診断サービスの支援
長距離トラックの運行データを分析し、交通事故を未然に抑止するシステムの支援を行う。主に画像解析技術と構造化データを組み合わせ、機械学習を使いモデル構築を実施

●画像診断基礎技術の
薬品の効果測定における、画像解析を応用した動物の甲状腺の面積の算定や病理診断aiモデル最適化を支援

●ロジシステムに ai技術を応用
私たちが生活する上で、物流は欠くことができないシステムです。物流における倉庫での配置・割り当て等は、これまで長年の人の経験と勘に頼って運営されてきましたが、aiを活用して、効率化・自動化するシステムのをご支援

●ai活用によるファミレス業務の改善 
ファミリーレストラン向け業務改善用システムの支援。カメラと画像処理認識技術を活用しキッチンで作られた料理がお客様に提供されるまで時間を計測し、ファミリーレストランの改善につなげていく。

●大手ハウスメーカー様のdxロードマップ策定
複数事業における情報の一元的管理と複数事業のシナジーを狙った情報基盤刷新pj において、dxシステム全体のシステム提案・プロセス改革を中心にコンサル業務を中心に展開。

●自動車メーカーファイナンス事業のdxロードマップ策定
車と人の融合をテーマに、ファイナンス事業の更なる拡大・改革のため、dxシステム全体のシステム提案・プロセス改革を中心にコンサル業務を中心に展開。主に、上流工程を担当し事業戦略・環境変化に応じたｒｍアップデートやシステムデザイン、標準ガイドラインの作成・統制プロセス整備、割賦カード統合サイトの提案を行う。

●データドリブンマネジメントにおける bi view設計
昨今の経営予測において、経営指標や収支予測が難しくなってきている内部課題があり、これらの課題に対し、過去に蓄積されたデータのクレンジングを行いビッグデータ化し、アルゴリム分析の結果をtableau や qlikview 等に落とし込みリアルタイムで精度の高い経営予測ができるよう支援

●植物品種判定アプリの支援
花や植物にスマートフォンかざすだけで、植物の品種名を判断するア植物品種判定アプリのを実施

、データ分析、統計、エッジ等。様々なaidxに関連するあなたのチャレンジをお待ちしております。",
https://www.green-japan.com/company/7358/job/114594,"
弊社で受注したシステム案件を担当する、小規模（2〜5人程度）のチームリーダーとして参画していただける方を募集しています。
基本的には自宅からフルリモートでチームとコミュニケーションを取りながら進めていただきます。
リーダー経験が浅くても既存メンバーが積極的にサポートします。エンジニアとして共に成長していきましょう！

具体的な仕事内容
■要件定義・設計・・テスト・保守
■技術選定・アーキテクチャ設計
■チームメンバーのタスク管理・レビュー
■顧客折衝／見積／契約／請求


お客様から指示がない場合、プロジェクトごとに最適な技術スタックを選定します。
（例）
■言語：php、pyth、java、node.js
■os：windows、linux
■db：mysql、mariadb、mgodb、sql server
■インフラ：aws、azure",
https://www.green-japan.com/company/9149/job/250376,"業務内容
顧客の要望に基づいたデータ分析、解析、フィジビリティ、レポーティング、及びpythによるプログラミング


プロジェクト毎に指定の環境を利用

言語
　要件によって変化
・各種script言語
・pyth

※全ての工程においてのスキルが必須ではなく、チームとして得意領域を補完し合う形で仕事を進めていきますのでご安心ください

エンジニアとして新しいチャレンジが叶う環境
現在、案件の約半数が車載系のhmiですが、その他にも最先端技術を活用した案件や珍しいプロジェクトもあり、案件のバリエーションが豊富です。

また、フランクな場での対話から生まれるアイデアを大切にしており、それらアイデアをチームでカタチにしています。
実際に、京セラ様と実現した『高精細 空中ディスプレイ』では、従来の映像を投影するだけではなく、『空中に浮かぶ映像に触れる感触はないけど、直感的にジェスチャー操作できるものを作ろう！』そんな自由な発想で実装しました。

多種多様な案件に上流工程から携わるため、『より良いプロダクトを自らの手でつくっている』実感を得ることができます。

スーパーフレックスタイム制 ※コアタイム無し 標準労働時間帯／9：00～18：00（1日の標準労働時間8時間） フレキシブルタイム／5：00～22：00",
https://www.green-japan.com/company/9957/job/238054,"▍モダンな技術×web領域
￣￣￣￣￣￣￣￣￣￣
モダンな技術に特化、中でもクラウドはawsを強みとしており、
常にモダンな技術に触れることができる環境です！

・ロボットを制御するプラットフォーム
typescript、vue.js、node.js、go、aws

・ドローンを用いた遠隔監視システム
typescript、react、nest.js

・スマートシティ関連の
pyth、node.js

・衛星データ×aiを活用したwebサービスの
typescript、next.js、pyth

・化学メーカー向けdx支援プラットフォーム
typescript、next.js、pyth

▍どうやって実現するのか
￣￣￣￣￣￣￣￣￣￣
・得意領域　80％
・チャレンジ領域　20％
というようなイメージで、負荷が強すぎず弱すぎない案件で、
少しずつフルスタックを目指していける環境です！

チャレンジ領域については、毎月アウトプットの中身をチェックした上で、
来月は30%、その次は40%...と少しずつ負荷を変えていきます。

そうすると、半年～1年経った頃にはチャレンジ領域100%の業務でも、
一定のパフォーマンスが出せるようになり、今度はチャレンジ領域を得意領域と見立てて、
新たな言語を習得する、クラウドに挑戦する、というようにスキルの幅を広げていくことができます！

▍会社全体であなたのスキルアップを全力でサポート
￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
・毎月11を実施
・2週間に1回社内勉強会を開催
・techチャットでいつでも質問できる環境
・aws使い放題
・udemy使い放題
・書籍購入（全額補助）

社内勉強会は2週間に1回開催しており、
最短でフルスタックを目指すためのカリキュラムを年間で組んでいます。
興味のある講座に自由に参加が可能な環境です！",
https://www.green-japan.com/company/8803/job/239693,"弊社は「出会いと別れを科学する」をモットーに、人生のあらゆる意思決定をサポートするサービスの・提供を行うaiスタートアップです。
最高の出会いを促進するレコメンドシステムや、危険な出会いを防ぐ違反者検知システムのサービスも提供しております。

今回募集するメンバーには、既存aiサービスのロジック改善、およびビジネス課題解決のためのaiモデルまたはバックエンドシステム構築をお任せいたします。
特に、推薦システムに強みを持つ方を募集しております。",
https://www.green-japan.com/company/3470/job/270637,"ミッション
－プロフェッショナルなチームでセカイを変える。－

テクノロジーは想像以上のスピードで進化しています。
これまでは、〈ビジネス領域〉に精通したリーダーが企業を牽引していくことがスタンダードでした。しかしながら、昨今テクノロジーやクリエイティブの〈専門領域〉に軸足を置いたリーダーが、新しいサービスを創造し、世界的企業に導くケースが多く生まれています。

私たちは、〈専門領域〉のプロフェッショナルとしてビジネス課題に向き合い、テクノロジーとクリエイティブから生み出されるアイデアで企業成長に寄与し、パートナーとして、ともに発展することを目指します。


日本企業のit人材不足に対し、itのプロフェッショナルとしてクライアントのビジネスに大きく貢献する企業として年々存在感を強めるbita。当方はbitaの中核であるデジタルパートナー事業部です。

デジタルパートナー事業部では、クライアントビジネスの検討段階から伴走し、課題の見極めからプロダクトのサービス設計、技術の選定、制作から、グロース支援まで一貫してソリューションを展開することで、クリエイティブ側からビジネス課題解決を行うボトムアップ型のビジネスモデルを実行しています。

ユーザーに本質的な価値を届け、サービスをグロースさせるところに特化しており、”クライアントに言われたものを作るのが仕事ではなく、クライアントの事業／webサービスの成長を実現するのが我々の仕事である”という考えのもと、事業責任者／サービス責任者と共に膝を突き合わせながらコンセプトや施策を考え、実行・に落とし込む体制を提供することで評価を得てきました。

職務内容
デジタルパートナー事業部の""pythエンジニア""として、弊社やクライアント先のデータサイエンティストと共にクライアントのビジネス課題を解決するためにモデルや機能をお任せします。

仕事内容の例
具体的には、pyth、shellスクリプト、sqlを用いて、各種機械学習モデルをデータ活用施策に適用、実装を行っていただきます。
・マッチング機能、行動予測モデル、集客最適化アルゴリズム機械学習モデルを組み込んだ推論api
・前項機械学習モデルの学習バッチ
・クラウド環境を利用した、api及びバッチのインフラ構築


主な取引先※全体の9割が直案件
エイベックス  三菱電機 トラストバンク  キヤノンマーケティングジャパン  ユニクロ  パナソニック  カシオ計算機 電通グループ  kadokawa  パーソルキャリア  デルフィス 日本経済新聞社  博報堂グループ  line 他、多数

働く環境について
・社内勉強会『engine』(現在50回以上開催)
※現在オンラインで開催
ビットエーの社員が中心となって月１回開催している勉強会。
毎回テーマを設定し、最新の技術について調べたものや、実案件で取り入れた手法のフィジビリ結果の共有を行っています。他職種とのコラボ企画や外部講師を招いたセッションもあり、アウトプットを広げたい方に人気のイベントです。

[過去テーマ]
　新型コロナウイルスとit
　ところで今の技術で一体どこまで実現できるのか？
　angularことはじめ
　競技プログラミングバトル
　とあるプロダクトのui改修について
　デザインの表現まわり


・セミナー参加の費用負担
・資格取得支援制度
・書籍購入制度
・マネジャーとの定期面談


※pc：mac 、winの希望する方を支給
※大型モニター支給
※リモートワーク可",
https://www.green-japan.com/company/9629/job/258655,"■ポジション：マネージャー
プロジェクトマネージャー、プロジェクトリーダーとしてチーム全体をまとめ、クライアントの課題解決を目指して価値提供を行なっていただきます。

プロフェッショナルなデータサイエンティストとしてのビジネス判断、課題解決を期待します。また他メンバーの技能育成にも力を入れていただきます。",
https://www.green-japan.com/company/10545/job/279860,"
pythdjango、phpcodeigniterを使ったオミカレのバックエンドがメインとなります。ご希望があればフロントエンドやawsを活用したインフラ関連の業務にも取り組めます。

■プロセスについて
バックログでタスクを管理しながら、エンジニアが1人1チケットを取得し、を進めていくスタイルを採用しています。",
https://www.green-japan.com/company/8514/job/280292,"＜プロダクト事業　エンジニア見習い＞
入社直後は事業部内の業務全体を把握するため、社外向け・社内向けのプロダクトにおけるプログラミング業務から始めます。
プログラミング業務が緩やかなフェーズでは、の目的と背景理解を深めるため、上流工程の会議に参加しながら、徐々にエンジニアリング業務に触れていきます。プロダクトの全体を理解しながら仕事を進めることができる環境です。

■業務内容
社外向けプロダクト業務：企業様向け製品サイトのwebシステム（pj毎に選定していきますがバックエンドにphp、フロントエンドにreactを主に使用）
社内向けプロダクト業務：地域交通の課題解決に向けたサービスや、aiを活用した他事業部の業務効率化に向けた
　　　※海外パートナー社のメンバーと範囲分担を行いながらプログラミングを行うため、英語のテキストベースでのコミュニケーションが発生します（翻訳ツール利用可）",
https://www.green-japan.com/company/1766/job/269079,"プロジェクトにアサインされているチームをリードいただき、プロジェクトを成功に導いていただくリードエンジニアを募集しています。

※プロジェクト内には別にpmがアサインされております。

当社のの特徴は、フィリピンやベトナムの支社に在籍する海外エンジニアと協業し、global teamでクライアントへソリューションを提供しているところです。

海外との棲み分けとしては、日本側が主に上流工程を担当し、実装・テストの工程を海外のエンジニアが担当することが多いですが、案件によっては海外エンジニアに要件定義段階から顧客折衝に参加してもらうこともあります。

具体的な業務内容
・プロジェクト進捗管理
・メンバーの稼働管理(海外拠点メンバー含む)
・クライアントコミュニケーション(進捗報告)
・仕様書、設計書のドキュメント作成およびレビュー
・コードレビュー

※よく使う環境例
フロントエンド：react vue.js
サーバーサイド：php(laravel) ruby(ruby  rails) pyth (django flask)
db：mysql(aurora) postgresql
インフラ：awsgcp
アプリ：android(kotlin) ios(swift)
※新しい技術も積極的に取り入れておりますので、未知の領域にトライしたい方を歓迎しています！

働き方
・平均残業時間は10時間未満であり、定時帰りの社員が多数
・原則自社であり、客先常駐案件は原則なし
(今後も100%無いとは言い切れませんが、現段階で常駐しているエンジニアは０人です)

当社の案件の特徴
・seoによるインバウンドの案件がほぼ100%
・ほぼ全ての案件がクライアントからの直請け(プライムベンダー)
・上流工程から実装、テストまでの全工程を内製化しており、ワンストップでサービスを提供

案件事例
・大手ecサービスの新規事業サービス
・官公庁の新規サービス構築
・ヘルスケア系スマートフォンアプリケーション
・他、生成aiを活用した新規サービス立ち上げ支援、tocサービスのアプリ etc.",
https://www.green-japan.com/company/8403/job/269196,"大規模案件多数！経験を活かしてキャリアパスを叶えられる環境です◎社内制度も強化中！たくさんの社員支援制度があるのでご期待ください★


≪具体的な業務内容≫
◆webアプリケーションにおける各種工程をお任せします。
・要件定義
・設計
・製造
・テスト
・、保守
※案件により担当領域は異なります。
以下業務もスキルやご経験に応じてお任せしますので、挑戦したい業務やポジションがあればぜひ教えてください！
・顧客折衝・ヒアリング
・ベンダーコントロール
・進捗管理
・品質管理
・メンバーコントロール
・チーム設計

≪期待したいこと≫
◆ご経験を活かして、業務のチームメンバーとしての活躍を期待しています。ご希望に沿って上流工程やリーダーもお任せしていきます！
◆上流工程、リーダー業務へのキャリアアップ実績多数！やりたい業務はどんどんお任せしたいので、ご希望を教えてください★
◆チームとして、会社として全員で成長していくためにこれまでのご経験を発揮していただけることを期待しています◎

≪アサインまでの流れ≫
◆入社前の面接や入社後の各種面談を通して、ご経験を活かせるものやご希望に近いpjtを営業担当よりご紹介します。
◆いくつか面談実施もok！複数のpjtからオファーが来ることもありますのでその中からやりたいものをご選択いただけます★
◆アサイン後も定期的なmtgを実施。pjt異動する際も入社時と同様に、ご希望に沿ったものを一緒に探していきましょう！

≪環境≫
言語java・c#・php・pyth等
oswindows・linux
dbmysql・postgresql・oracle・sqlserver・dynamodb
インフラaws(ec2・s3・lambda)

≪プロジェクト例≫
◆銀行向けaml業務の送金取引対応（出社＋リモート）
環境：java、shell(bash)、linux、db2、jp1
工程：基本設計、詳細設計、製造、テスト
◆某小売店舗マスタシステム更改支援（出社＋リモート）
環境：java、outsystems、aws、pyth（一部）
工程：基本設計、詳細設計、製造、テスト
◆公共向け電子申請システムクラウドリフト（出社＋リモート）
環境：java(spring)、c#、aws、postgres、gitlab
工程：基本設計、詳細設計、製造、テスト
◆製造業向け基幹システム
環境：c♯、javascript、vue.js、mysql（出社＋リモート）
工程：基本設計、詳細設計、製造、テスト
◆その他これまでにphpを使用したweb実績、pythを仕様したaiや画像処理あり！ご経験、ご希望に合わせてご案内します！

≪実績一例≫
◆不動産仲介のマッチングシステム
◆画像処理技術を用いた間取り検索システム
◆顔認証プラットフォーム
◆経理業務自動化のrpa
◆お客様カード電子化システム(タッチパネル対応) 　等

≪年収例≫
410万円／24歳・経験1.5年（月給31万円＋諸手当＋賞与）
450万円／26歳・経験3年（月給35万円＋諸手当＋賞与）
500万円／30歳・経験5年※pl（月給38万円＋諸手当＋賞与）

≪会社説明動画≫
面談をご希望いただけた方に会社説明動画のurlをお送りします。
会社概要だけでなく、どんな案件があるのか、スモールsiとはどんななのか詳細にお話しします！
もちろん動画だけではわからない部分もたくさんあるかと思いますので、気になる点は面接内でなんでもご質問くださいね。",
https://www.green-japan.com/company/10011/job/245775,"具体的な業務内容（業務の変更範囲：会社の定める業務）
・djangoを用いたバックエンドのapi設計    
・vue.js  reactを用いたフロントエンド設計    
・外部連携システムの
・各種スクラムイベントへの参加

◎弁護士をはじめとするコンテンツチームのメンバーと協働しながらサービスをしていきます。


・os：macos windows
・言語：pyth javascript typescript
・フレームワーク：djangovue.js react
・インフラ aws gcp azure k8s
・その他 github slack figma noti zoom etc.

プロダクト
契約書レビューaiクラウド「lecheck」は、契約書の作成からレビュー、翻訳、管理やノウハウ共有までを低価格で実現しています。
「lecheck」はwordアドインによるご提供も行っており、ユーザーのリーガルチェックニーズに包括的に対応するクラウド型リーガルテックサービスです。

 契約書自動aiレビュー機能で条項の見落としリスクを軽減
 契約書ファイルを安全に保管するキャビネット機能で契約書の紛失を防止
 海外取引における英文契約書チェック機能で欠落条項、要注意条項等を検知
 契約書作成支援機能で簡単に契約書を作成


▼最新技術を実践する機会が豊富
技術スタックやアーキテクチャの検討はメンバーが主体となって行なっており、プロダクトを成長させる最新技術やアイデアを積極的に実践し、取り入れています！
また、aws・gcp・azure全ての認定スタートアップに採択された実績があり、技術でプロダクトの成長をリードしていくことが出来ます。

▼少数精鋭メンバーでのスクラム
現在はエンジニア10名程度でプロダクトをしています。
プロセスにはスクラムを取り入れており、ポジションや業務経験に関わらず、一緒に働くメンバー同士で業務改善についてフランクに話し合い、実践する環境が整っています。
csm認定者も複数名在籍しており、より良い環境をみんなで作り上げていっています。

▼プロダクト成長につながることは積極的に取り入れる
働き方や業務・プロセス、プロダクトの成長につながることは積極的に取り入れる社風です！
部署やチームの枠組みを越えて、全社一丸となってプロダクト・会社の成長に取り組んでいます。
また、メンバーはリモートワークがメインになっており、メンバーの中には遠隔地在住の者もいます。（もちろん出社希望も大丈夫です）",
https://www.green-japan.com/company/4387/job/235229,"■業務概要
本ポジションでは当社の事業の要であるスマホアプリの受託案件において、フルスタックにに携わっていただくポジションです。
プロジェクトに応じて携わっていただく工程は異なりますが、基本的には設計～の工程を想定しております。ご自身のスキルの幅を広げ、マルチにご活躍できる環境です。

■業務詳細
・言語アーキテクチャの選定
・設計
・実装
・技術的な調査
・基本設計～のハンドリング　
※スキル・ご志向性に応じては、要求整理フェーズでクライアントから直接ヒアリングし、システム化するために必要なことの洗い出しやどのようにシステム化するかをエンジニアの視点から提案いただく場合もあります。
※クライアントへの提案やメンバーマネジメント、品質管理やインフラ領域、様々な業務に携わっていただくことが可能です。

■プロジェクトイメージ
・プロジェクトメンバー：4～5名　
　（例：エンジニア数名＋顧客フロント担当＋クリエイティブ担当）
・アサイン：本人希望を加味した上で、所属長が最終的なアサインを決定
・案件：自社内での受託案件


・インフラ：aws オンプレミス
・os：rhelcentos amazlinux
・言語：php java javascript swift kotlin pyth
・ツール：git jenkins ansible vagrant ansible docker aws ecseksecr
・コミュニケーション・プロジェクト管理：redmine chatwork slack zabbix nagios

■主なお取引先様
大和コネクト証券様東急不動産様tbcグループ様日本自動車連盟様ソニー銀行様クレディセゾン様　",
https://www.green-japan.com/company/4970/job/148626,"▼テレワークによるライフワークバランスと成長の両立
・seを極めること、pgを極めることはテレワークでも可能なのが当社です。

可能な理由１
１０００社を超える企業との取引

可能な理由２
営業も管理者も皆、エンジニア出身のため、提案、フォロー体制が完備

可能な理由３
役職、年齢、性別関係なく気軽に意見や相談ができる環境

可能な理由４
管理者、営業がエンジニアの成長を促せる最新の技術を獲得


▼首都圏の最新技術または公共の受託を自宅で行える！
リモートワークが主流になったことにより首都圏の仕事を積極的に受注しています。
そのため、最新技術を自宅で行えることができます。
また弊社が請け負っている公共の受託を自宅で行うことも可能です。

＜プロジェクト例＞
■民間向けのポータルサイト
⇒要件定義～保守まで任されています。
言語java　dbpostgresql　frameworkspring boot react

■民間向けecサイト構築
⇒要件定義～テストを任されています。
言語php　dbmariadb　frameworklaravel vue.js

■省庁向けシステムのオンプレ環境からaws環境への移行
⇒企画立案～保守まで一気通貫で任されています。
クラウドサービスaws osred hat linux

年齢層は20代前半～50代前半で、平均年齢は約35歳。中途入社比率は50％以上。
いろんな人が活躍しており、直近2年間の定着率は「100％」と腰を据えて働ける
環境があります。",
https://www.green-japan.com/company/7892/job/249458,"在宅勤務／クラウドインフラに精通したシニア・アーキテクトレベルデータエンジニア募集

データ・エージェンシーは、google cloudを中心に、データ戦略の企画、設計、構築、、解析を一貫して提供するses企業です。全社員がフルリモートで働く環境の中、豊富な実務経験と高い技術力を活かし、各プロジェクトでデータ基盤の最適化やシステムアーキテクチャの設計、技術リーダーシップを発揮していただけるシニア・アーキテクトレベルのエンジニアを求めています。弊社は、リアルタイム解析やbiツールを用いた高度なデータ活用施策に取り組み、顧客の複雑な課題解決と持続可能な社会づくりに貢献しています。また、最新技術の導入や高度な資格取得支援、定期的な技術セミナー・勉強会を通じた自己研鑽の機会を充実させ、技術者としてのさらなる成長を全面的にバックアップ。挑戦心とリーダーシップをお持ちの方のご応募を心よりお待ちしております。

業務内容詳細
・データ基盤構築
クライアント社内にあるデータを集約、正規化することによりデータに意味を持たせます。
・データ可視化・分析
各種データを見える化し、課題検証と意思決定をサポートします。
・機械学習サポート
mlモデルの作成、api化、再学習フローのを通じて、データ活用を加速させます。
・外部データ連係支援
maやbiの外部データマートと連携し、施策に必要なデータの精査と取得を行います。
・データ活用
データ基盤をベースに一気通貫した施策とpdcaサイクルのチームを構築

技術環境一例
言語：java、pyth、sql、javascript
gcp cloudrun、bigquery、dataform、automl
連携サービス：google tag manager、google analytics、tableau、looker studio
その他クラウドインフラ：snowflake、aws、azure


▼案件例
大手上場会社様でweb広告のアトリビューション分析
・途中接触した広告も評価するアトリビューション分析手法をgoogle cloudで構築
・これまで評価できていなかった需要喚起施策を可視化・定量評価できるようにしました。

大手メディア会社様でユーザー分析ツールnews csumer insightsを活用したニュースメディア分析
・記事パフォーマンスを測るカスタムディメンション追加
・広告収益データとgaを連携し、見える化の基盤を構築
・サイトパフォーマンスダッシュボードを作成し、集計の手間を大幅削減分析業務に集中可能に",
https://www.green-japan.com/company/8561/job/177739,"「anews」のwebおよびモバイルアプリのをお任せします。得意領域から携わっていただき、将来的にはフルスタックにを進めていただくことを期待しています。

基本的なに加え、ご志向や希望に併せて大規模・高難易度なにおけるアーキテクト・計画策定・リサーチやbizdevと連携した企画推進に挑戦いただくこともできます。

予定している大規模・高難易度の例
・ユーザーが蓄積した情報をllmを活用して要約し、インサイトに繋げるための機能の検討・設計・
・ユーザーごとにより品質の高い情報推薦をするための機能および性能改善
・組織で共有された情報からのインサイトの可視化機能の検討・設計・


■具体的な業務内容
[フロントエンド領域]
・新機能の企画と設計、vue.jsを用いたspaと性能改善
・flutterを用いたモバイルアプリ
・基盤の改善やリファクタリングによる体験の向上
・プロダクト共通コンポーネントの設計と実装

[バックエンド領域]
・ruby  railspythを使用したapiの設計・
・データベースの設計・
・aws環境を使用したアーキテクチャの設計・
・pythを使用したバッチ処理の設計・
・自然言語処理技術を用いた機能の設計・・改善
※変更の範囲：関連業務


[組織体制]
機能別feature体制：pdm1名、プロダクトデザイナー12名、エンジニア57名
その他必要に応じてbizdevや自然言語処理のリサーチャーとも連携しながらを進めていきます。

▼anews
[使用言語フレームワーク]
vue.js  typescript  flutter ruby  rails  pyth terraform

[データベース]
rdb(amaz aurora mysql) elasticsearch(aws opensearch)

[インフラ]
docker aws(ecs cognito sqs ses step functis iam codebuild codepipeline codedeploy  etc.)
datadog sendgrid etc.

▼astrategy (ご参考)
[使用言語フレームワーク]
vue.js typescript pyth golang terraform

[データベース]
dynamodb elasticsearch(aws opensearch)

[インフラクラウド基盤]
docker aws(ecs cognito lambda etc.) datadog circleci etc.",
https://www.green-japan.com/company/9886/job/267919,"データベースエンジニアとして
さまざまなお客様のプロジェクトに参画し
の技術支援に携わって頂きます！

どのプロジェクトに参画するかはあなた次第！
あなたのスキルと報酬も含めた希望条件を総合的に判断し
あなたの裁量で案件を選択いただきます！

案件参画後はあなたに適した頻度で
代表やキャリアアドバイザーと11を実施しながら
安定的な成長とキャリアアップを目指します。

弊社のデータベースエンジニアは
以下のような案件に携わり、活躍しています！

実績例
==================================
■プロジェクト名
　業務サポート機能プロジェクト

■ プロジェクト概要
　□ 詳細設計から実装までの担当
　□ plsqlを使用した帳票機能の

■ 環境
　□ 言語：plsql javascript htmlcss pyth
　□ データベース oracle
==================================

プライベートも充実する環境であなたのキャリアを磨いていきましょう！",
